title,url,ingredients,instructions
Unknown,https://minimalistbaker.com/recipe-index/,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegan,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=gluten-free,[],[]
Unknown,https://minimalistbaker.com/,[],[]
Unknown,https://minimalistbaker.com/about/,[],[]
Unknown,https://minimalistbaker.com/shop/,[],[]
Unknown,https://minimalistbaker.com/resources/,[],[]
Unknown,https://minimalistbaker.com/recipe-index/,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegan,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=gluten-free,[],[]
Jerk Tofu & Roasted Plantain Bowls,https://minimalistbaker.com/jerk-tofu-roasted-plantain-bowls/,"['1/4cupDIY Jamaican Jerk Seasoning(or similar store-bought spice rub)', '2Tbspolive oil', '2Tbsptamari (ensure gluten-free as needed)', '1Tbspmaple syrup', '1(14-16 oz.) packagesuper firm tofu*', '2ripeplantains(yellow with brown spots) // 2 plantains yield ~2 cups or 370 g sliced)', '1/2cupfreshly chopped parsley(or sub cilantro)', '1/4cuptahini', '3Tbsplime juice(2 limes yield ~3 Tbsp or 45 ml)', '2Tbspolive oil(optional// for extra creaminess/balance)', '1/2-1tsptamari', '1tspmaple syrup', '1/4-1/3cupwater(to blend)', 'Mango Cucumber Salad(or sub store-bought mango salsa)', 'Avocado orguacamole(optional)']","['Before preheating, arrange two oven racks so that two baking sheets will fit in your oven. Preheat the oven to 425 F (218 C) and line two standard-size baking sheets with parchment paper.', 'In a small mixing bowl, combine the jerk seasoning with the olive oil, tamari, and maple syrup and whisk to combine. This is your jerk sauce.', 'TOFU: Crumble the tofu into pieces ~1/2-inch in size and arrange them on one of the parchment-lined baking sheets. Add about half of the jerk sauce and toss to evenly coat the tofu. Once the oven is preheated, bake for 10 minutes while you prepare the plantains.', 'PLANTAINS: To cut the plantains, trim and discard the ends. Then use the tip of your knife to make a shallow cut lengthwise through the peel, doing your best not to pierce the flesh of the plantain. Remove the peel and slice the plantain on an angle into 1/4-inch slices. Add to the other baking sheet and add the remaining jerk sauce. Toss to evenly coat, and spread out the plantains on the baking sheet.', 'Remove the tofu from the oven and toss. Return the tofu to the oven and add the plantains to the other rack. Bake for 16-20 minutes, tossing the plantains halfway through, until the tofu is darkened and crispy and the plantains are tender and caramelized.', 'Meanwhile, prepare themango cucumber saladand make the parsley tahini sauce (see next step).', 'PARSLEY TAHINI SAUCE: To a blender, add all the sauce ingredients (starting with the lesser amount of tamari) and blend until smooth and well combined. Taste and adjust as needed, adding more water if necessary for thinning/blending, more lime juice for zing, more tamari for saltiness, or more maple syrup for sweetness.', 'To serve, divide tofu and plantains between serving bowls and add the mango cucumber salad along with avocado or guacamole (optional). Drizzle with parsley tahini sauce and enjoy!', 'Best when fresh, but leftovers keep in the refrigerator (in separate containers) for 2-3 days.']"
Jerk Tofu & Roasted Plantain Bowls,https://minimalistbaker.com/jerk-tofu-roasted-plantain-bowls/,"['1/4cupDIY Jamaican Jerk Seasoning(or similar store-bought spice rub)', '2Tbspolive oil', '2Tbsptamari (ensure gluten-free as needed)', '1Tbspmaple syrup', '1(14-16 oz.) packagesuper firm tofu*', '2ripeplantains(yellow with brown spots) // 2 plantains yield ~2 cups or 370 g sliced)', '1/2cupfreshly chopped parsley(or sub cilantro)', '1/4cuptahini', '3Tbsplime juice(2 limes yield ~3 Tbsp or 45 ml)', '2Tbspolive oil(optional// for extra creaminess/balance)', '1/2-1tsptamari', '1tspmaple syrup', '1/4-1/3cupwater(to blend)', 'Mango Cucumber Salad(or sub store-bought mango salsa)', 'Avocado orguacamole(optional)']","['Before preheating, arrange two oven racks so that two baking sheets will fit in your oven. Preheat the oven to 425 F (218 C) and line two standard-size baking sheets with parchment paper.', 'In a small mixing bowl, combine the jerk seasoning with the olive oil, tamari, and maple syrup and whisk to combine. This is your jerk sauce.', 'TOFU: Crumble the tofu into pieces ~1/2-inch in size and arrange them on one of the parchment-lined baking sheets. Add about half of the jerk sauce and toss to evenly coat the tofu. Once the oven is preheated, bake for 10 minutes while you prepare the plantains.', 'PLANTAINS: To cut the plantains, trim and discard the ends. Then use the tip of your knife to make a shallow cut lengthwise through the peel, doing your best not to pierce the flesh of the plantain. Remove the peel and slice the plantain on an angle into 1/4-inch slices. Add to the other baking sheet and add the remaining jerk sauce. Toss to evenly coat, and spread out the plantains on the baking sheet.', 'Remove the tofu from the oven and toss. Return the tofu to the oven and add the plantains to the other rack. Bake for 16-20 minutes, tossing the plantains halfway through, until the tofu is darkened and crispy and the plantains are tender and caramelized.', 'Meanwhile, prepare themango cucumber saladand make the parsley tahini sauce (see next step).', 'PARSLEY TAHINI SAUCE: To a blender, add all the sauce ingredients (starting with the lesser amount of tamari) and blend until smooth and well combined. Taste and adjust as needed, adding more water if necessary for thinning/blending, more lime juice for zing, more tamari for saltiness, or more maple syrup for sweetness.', 'To serve, divide tofu and plantains between serving bowls and add the mango cucumber salad along with avocado or guacamole (optional). Drizzle with parsley tahini sauce and enjoy!', 'Best when fresh, but leftovers keep in the refrigerator (in separate containers) for 2-3 days.']"
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=gluten-free,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegan,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegetarian,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=dairy-free,[],[]
Easy Mango Cucumber Salad,https://minimalistbaker.com/easy-mango-cucumber-salad/,"['2 ½cupschopped ripe mango, cut into small cubes(2-3 large mangoes yield ~2 ½ cups or 550 g)', '2cupscucumber, cut into small cubes(we prefer English cucumber // 1 large cucumber yields ~2 cups or 250 g)', '1cupcherry tomatoes, quartered', '2Tbspfinely minced shallot(1 small shallot yields ~2 Tbsp or 20 g // or sub red onion)', '2Tbspfinely chopped fresh cilantro or parsley', '2Tbsplime juice(1 lime yields ~2 Tbsp or 30 ml)', '1/2tspmaple syrup(optional, depending on how ripe/sweet your mango is)', '1/2tspsea salt']","['In a medium mixing or serving bowl, combine the chopped mango, chopped cucumber, quartered cherry tomatoes, minced shallot, and chopped cilantro or parsley. Toss to combine, then add the lime juice, maple syrup (optional), and salt and toss until evenly coated. Taste and adjust, adding more lime juice for brightness, maple syrup for sweetness, or salt for overall balance.', 'Enjoy! This salad is delicious with smoky or spicy mains like ourJerk Tofu & Roasted Plantain Bowls,Smoky Lentil Tacos,Black Bean Plantain Enchilada Bake, orSpicy Baked Fish Tacos. Leftovers keep for 2-3 days in the refrigerator. Not freezer friendly.']"
Easy Mango Cucumber Salad,https://minimalistbaker.com/easy-mango-cucumber-salad/,"['2 ½cupschopped ripe mango, cut into small cubes(2-3 large mangoes yield ~2 ½ cups or 550 g)', '2cupscucumber, cut into small cubes(we prefer English cucumber // 1 large cucumber yields ~2 cups or 250 g)', '1cupcherry tomatoes, quartered', '2Tbspfinely minced shallot(1 small shallot yields ~2 Tbsp or 20 g // or sub red onion)', '2Tbspfinely chopped fresh cilantro or parsley', '2Tbsplime juice(1 lime yields ~2 Tbsp or 30 ml)', '1/2tspmaple syrup(optional, depending on how ripe/sweet your mango is)', '1/2tspsea salt']","['In a medium mixing or serving bowl, combine the chopped mango, chopped cucumber, quartered cherry tomatoes, minced shallot, and chopped cilantro or parsley. Toss to combine, then add the lime juice, maple syrup (optional), and salt and toss until evenly coated. Taste and adjust, adding more lime juice for brightness, maple syrup for sweetness, or salt for overall balance.', 'Enjoy! This salad is delicious with smoky or spicy mains like ourJerk Tofu & Roasted Plantain Bowls,Smoky Lentil Tacos,Black Bean Plantain Enchilada Bake, orSpicy Baked Fish Tacos. Leftovers keep for 2-3 days in the refrigerator. Not freezer friendly.']"
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=gluten-free,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegan,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegetarian,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=dairy-free,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=refined-sugar-free,[],[]
No-Bake Vegan Chocolate Cheesecake Cups (5 Minutes!),https://minimalistbaker.com/vegan-chocolate-cheesecake-cups/,"['1heaping cupOreo-style cookies(ensure vegan/gluten-free as needed —homemadeorstore-bought// include the cream filling)', '1 ½cupsraw cashews', '3/4-1cupplain, unsweetened coconut yogurt(or store-bought // we like Culina, Cocojune, and Coyo)', '1/3cupmaple syrup', '2-3tsplemon juice(freshly squeezed)', '1/8heaped tspsea salt', '1/2cupdark chocolate chips, melted(ensure vegan/dairy-free as needed // we likeEnjoy Life// or use bittersweet chocolate chips if you prefer less sweetness)', 'Fresh raspberries(orEasy Raspberry Compote)']","['If you’re serving with the raspberry compote, begin preparing it at this time, usingthis recipe. Set aside.', 'CRUST (optional): Place the chocolate cookies in ahigh-speed blenderand pulse a few times until no large pieces remain.', 'Divide the crushed cookie crumbs evenly between ~6 oz. jars or glasses, adding ~2-3 tablespoons of cookie crumbs per container. Rinse your blender if necessary.', 'CHEESECAKE: Melt the chocolate chips in a heat-proof bowl in the microwave in 15-second increments. You can also do this on the stovetop by adding the chocolate chips to a small glass or metal bowl and carefully placing the bowl on top of a saucepan with simmering water. Heat, stirring occasionally with a spatula or spoon, until melted (~5 minutes).', 'To the rinsed high-speed blender*, add cashews, coconut yogurt (starting with the lesser amount), maple syrup, lemon juice, and salt and blend on high for 1-2 minutes, using the tamper to mix and scraping down the sides and underneath the blades as needed. If the mixture is having trouble blending, you can add the melted chocolate in now (you just don’t want to add it to very cold ingredients because it can cause the mixture to seize up). Otherwise, blend until smooth before adding the melted chocolate. If it’s still struggling to blend, you can add more coconut yogurt, maple syrup, or lemon juice! Taste and adjust as needed, adding more coconut yogurt for fluffiness, maple syrup for sweetness, or lemon juice for a tangy cheesecake flavor.', 'To assemble your cheesecake cups, top the cookie crumb layer in each jar/glass with ~1/4 cup of the cheesecake mixture and 1 Tbsp of the raspberry compote (if using).', 'Serve at room temperature or refrigerate for 30 minutes to 1 hour before serving (our preference). The filling will thicken as it cools. When ready to serve, top the cheesecake with fresh raspberries (if not including the raspberry compote).', 'Store covered cheesecakes in the refrigerator for up to 2-3 days or in the freezer for up to 1 month. If not enjoying them within a few hours, we suggest adding the berries right before serving! If frozen, let thaw before enjoying. The texture will be slightly less creamy after freezing but still very delicious!']"
No-Bake Vegan Chocolate Cheesecake Cups (5 Minutes!),https://minimalistbaker.com/vegan-chocolate-cheesecake-cups/,"['1heaping cupOreo-style cookies(ensure vegan/gluten-free as needed —homemadeorstore-bought// include the cream filling)', '1 ½cupsraw cashews', '3/4-1cupplain, unsweetened coconut yogurt(or store-bought // we like Culina, Cocojune, and Coyo)', '1/3cupmaple syrup', '2-3tsplemon juice(freshly squeezed)', '1/8heaped tspsea salt', '1/2cupdark chocolate chips, melted(ensure vegan/dairy-free as needed // we likeEnjoy Life// or use bittersweet chocolate chips if you prefer less sweetness)', 'Fresh raspberries(orEasy Raspberry Compote)']","['If you’re serving with the raspberry compote, begin preparing it at this time, usingthis recipe. Set aside.', 'CRUST (optional): Place the chocolate cookies in ahigh-speed blenderand pulse a few times until no large pieces remain.', 'Divide the crushed cookie crumbs evenly between ~6 oz. jars or glasses, adding ~2-3 tablespoons of cookie crumbs per container. Rinse your blender if necessary.', 'CHEESECAKE: Melt the chocolate chips in a heat-proof bowl in the microwave in 15-second increments. You can also do this on the stovetop by adding the chocolate chips to a small glass or metal bowl and carefully placing the bowl on top of a saucepan with simmering water. Heat, stirring occasionally with a spatula or spoon, until melted (~5 minutes).', 'To the rinsed high-speed blender*, add cashews, coconut yogurt (starting with the lesser amount), maple syrup, lemon juice, and salt and blend on high for 1-2 minutes, using the tamper to mix and scraping down the sides and underneath the blades as needed. If the mixture is having trouble blending, you can add the melted chocolate in now (you just don’t want to add it to very cold ingredients because it can cause the mixture to seize up). Otherwise, blend until smooth before adding the melted chocolate. If it’s still struggling to blend, you can add more coconut yogurt, maple syrup, or lemon juice! Taste and adjust as needed, adding more coconut yogurt for fluffiness, maple syrup for sweetness, or lemon juice for a tangy cheesecake flavor.', 'To assemble your cheesecake cups, top the cookie crumb layer in each jar/glass with ~1/4 cup of the cheesecake mixture and 1 Tbsp of the raspberry compote (if using).', 'Serve at room temperature or refrigerate for 30 minutes to 1 hour before serving (our preference). The filling will thicken as it cools. When ready to serve, top the cheesecake with fresh raspberries (if not including the raspberry compote).', 'Store covered cheesecakes in the refrigerator for up to 2-3 days or in the freezer for up to 1 month. If not enjoying them within a few hours, we suggest adding the berries right before serving! If frozen, let thaw before enjoying. The texture will be slightly less creamy after freezing but still very delicious!']"
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=gluten-free,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegan,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegetarian,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=dairy-free,[],[]
Cucumber Lime Agua Fresca,https://minimalistbaker.com/cucumber-lime-agua-fresca/,"['3cupswater', '2mediumcucumbers, roughly chopped(2 medium cucumbers yield ~4 cups or 450 g chopped)', '3mediumlimes, juiced(3 medium limes yield ~1/4 cup or 60 ml juice)', '2-3Tbspagave nectar or maple syrup', '1small handfulfresh mint leaves(optional but highly recommended // 1 small handful yields ~15-20 leaves)', 'Ice cubes(for serving)']","['Before blending, we recommend tasting your cucumbers to see if the peel is bitter. We left our peels on for vibrant color and flavor, but bitter peels should be removed.', 'Add all ingredients to a blender (starting with the lesser amount of agave or maple syrup) and blend until completely smooth. Pour through a fine mesh strainer over a large bowl or measuring cup to remove pulp, using a spoon to move it around and speed up straining as needed. Taste and adjust, adding more agave or maple syrup for sweetness or more lime juice for tartness.', 'Serve chilled, over ice. Leftovers keep for 1-2 days in the refrigerator, or can be frozen intoice cubesor popsicle molds!']"
Cucumber Lime Agua Fresca,https://minimalistbaker.com/cucumber-lime-agua-fresca/,"['3cupswater', '2mediumcucumbers, roughly chopped(2 medium cucumbers yield ~4 cups or 450 g chopped)', '3mediumlimes, juiced(3 medium limes yield ~1/4 cup or 60 ml juice)', '2-3Tbspagave nectar or maple syrup', '1small handfulfresh mint leaves(optional but highly recommended // 1 small handful yields ~15-20 leaves)', 'Ice cubes(for serving)']","['Before blending, we recommend tasting your cucumbers to see if the peel is bitter. We left our peels on for vibrant color and flavor, but bitter peels should be removed.', 'Add all ingredients to a blender (starting with the lesser amount of agave or maple syrup) and blend until completely smooth. Pour through a fine mesh strainer over a large bowl or measuring cup to remove pulp, using a spoon to move it around and speed up straining as needed. Taste and adjust, adding more agave or maple syrup for sweetness or more lime juice for tartness.', 'Serve chilled, over ice. Leftovers keep for 1-2 days in the refrigerator, or can be frozen intoice cubesor popsicle molds!']"
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=gluten-free,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegan,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegetarian,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=dairy-free,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=refined-sugar-free,[],[]
Creamy Mocha Chia Pudding,https://minimalistbaker.com/creamy-mocha-chia-pudding/,"['3/4cupbrewed coffee', '1cupdairy-free milk(plain, unsweetened // we used half almond milk + half canned light coconut milk // or use other milk of choice — a mix of a richer + a lighter milk is nice)', '3-5Tbspmaple syrup', '2Tbspcocoa powder', '3/4tspvanilla extract', '1pinchsea salt', '1/2cupchia seeds', 'Coconut whipped cream', 'Dusting of cocoa powder(or grated dark chocolate)', 'Dusting of cinnamon']","[""If you don't already have brewed coffee, prepare it at this time using your preferred method (we likecold breworpour-over). Set aside to cool slightly (warm or room temperature are okay, or you can make it ahead and use chilled)."", 'To a mixing bowl (or container with a lid), add dairy-free milk, brewed coffee, the lesser amount of maple syrup, cocoa powder, vanilla extract, and sea salt. Whisk vigorously, side to side is best, to combine and break up any clumps of cocoa powder. If there are any stubborn clumps, you can transfer to a blender to fully combine. Taste and adjust, adding more maple syrup for sweetness.', 'Then add the chia seeds and mix until well combined. Cover and refrigerate for 45-60 minutes (or overnight). We recommend stirring again around the 15-minute mark to break up any big clumps. The chia pudding should be very thick and creamy. If it’s not, give it another stir and/or add more chia seeds, stir, and refrigerate for another hour or so. If you prefer a thinner pudding, you can stir in more dairy-free milk.', 'Once pudding has fully set, divide between serving containers and serve with (all optional!) coconut whipped cream and a dusting of cocoa powder and cinnamon. Leftover pudding will keep covered in the refrigerator for up to 4-5 days. Not freezer friendly.']"
Creamy Mocha Chia Pudding,https://minimalistbaker.com/creamy-mocha-chia-pudding/,"['3/4cupbrewed coffee', '1cupdairy-free milk(plain, unsweetened // we used half almond milk + half canned light coconut milk // or use other milk of choice — a mix of a richer + a lighter milk is nice)', '3-5Tbspmaple syrup', '2Tbspcocoa powder', '3/4tspvanilla extract', '1pinchsea salt', '1/2cupchia seeds', 'Coconut whipped cream', 'Dusting of cocoa powder(or grated dark chocolate)', 'Dusting of cinnamon']","[""If you don't already have brewed coffee, prepare it at this time using your preferred method (we likecold breworpour-over). Set aside to cool slightly (warm or room temperature are okay, or you can make it ahead and use chilled)."", 'To a mixing bowl (or container with a lid), add dairy-free milk, brewed coffee, the lesser amount of maple syrup, cocoa powder, vanilla extract, and sea salt. Whisk vigorously, side to side is best, to combine and break up any clumps of cocoa powder. If there are any stubborn clumps, you can transfer to a blender to fully combine. Taste and adjust, adding more maple syrup for sweetness.', 'Then add the chia seeds and mix until well combined. Cover and refrigerate for 45-60 minutes (or overnight). We recommend stirring again around the 15-minute mark to break up any big clumps. The chia pudding should be very thick and creamy. If it’s not, give it another stir and/or add more chia seeds, stir, and refrigerate for another hour or so. If you prefer a thinner pudding, you can stir in more dairy-free milk.', 'Once pudding has fully set, divide between serving containers and serve with (all optional!) coconut whipped cream and a dusting of cocoa powder and cinnamon. Leftover pudding will keep covered in the refrigerator for up to 4-5 days. Not freezer friendly.']"
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=gluten-free,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegan,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegetarian,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=dairy-free,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=refined-sugar-free,[],[]
Easy Raspberry Compote (Naturally Sweetened),https://minimalistbaker.com/easy-raspberry-compote/,"['3cupsraspberries(fresh or frozen)', '1/4cupmaple syrup', '1pinchsea salt(optional)']","['Place raspberries and maple syrup in a small saucepan and bring to medium heat.', 'Once bubbling, reduce heat slightly and use a wooden spoon orpotato masherto muddle and mash the fruit.', 'Continue cooking over medium-low heat (uncovered) for 10-12 minutes, mashing occasionally to combine until the volume is reduced to about half and it’s slightly thickened. Turn off the heat and adjust the flavor as needed, adding more maple syrup for sweetness and the optional pinch of salt to balance the flavor and reduce any bitterness.', 'Remove from the heat and let cool slightly. It will thicken more as it cools, but it can be enjoyed warm or at room temperature. If you prefer your compote without seeds, you can strain it after cooling. We like straining half of the compote (it minimizes the crunch from the seeds but ensures the compote is thick with a noticeable raspberry appearance). To strain, set afine mesh strainerover a bowl, pour the compote into the strainer, and stir with a spoon to encourage it to move through the strainer.', 'Enjoy withoats,pancakes,waffles,crepes,French toast,cheesecake, and more! Leftover compote will keep in the refrigerator for 1 week or in the freezer for 1 month. We like to freeze in an ice cube tray to make it easy to defrost small amounts. When ready to use, reheat in the microwave or on the stovetop until warm.']"
Easy Raspberry Compote (Naturally Sweetened),https://minimalistbaker.com/easy-raspberry-compote/,"['3cupsraspberries(fresh or frozen)', '1/4cupmaple syrup', '1pinchsea salt(optional)']","['Place raspberries and maple syrup in a small saucepan and bring to medium heat.', 'Once bubbling, reduce heat slightly and use a wooden spoon orpotato masherto muddle and mash the fruit.', 'Continue cooking over medium-low heat (uncovered) for 10-12 minutes, mashing occasionally to combine until the volume is reduced to about half and it’s slightly thickened. Turn off the heat and adjust the flavor as needed, adding more maple syrup for sweetness and the optional pinch of salt to balance the flavor and reduce any bitterness.', 'Remove from the heat and let cool slightly. It will thicken more as it cools, but it can be enjoyed warm or at room temperature. If you prefer your compote without seeds, you can strain it after cooling. We like straining half of the compote (it minimizes the crunch from the seeds but ensures the compote is thick with a noticeable raspberry appearance). To strain, set afine mesh strainerover a bowl, pour the compote into the strainer, and stir with a spoon to encourage it to move through the strainer.', 'Enjoy withoats,pancakes,waffles,crepes,French toast,cheesecake, and more! Leftover compote will keep in the refrigerator for 1 week or in the freezer for 1 month. We like to freeze in an ice cube tray to make it easy to defrost small amounts. When ready to use, reheat in the microwave or on the stovetop until warm.']"
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=gluten-free,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegan,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegetarian,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=dairy-free,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=refined-sugar-free,[],[]
Creamy Tuscan Shrimp Pasta (Dairy-Free),https://minimalistbaker.com/creamy-tuscan-shrimp-pasta-dairy-free/,"['1/2cupraw cashews, soaked', '1 ¼cupwater(plus more for soaking cashews)', '1(8 oz.) boxfettuccine or spaghetti(we likeJovial fettuccine// ensure gluten-free as needed)', '1lbraw shrimp*, peeled and deveined with tails removed(thaw and pat dry if frozen*)', '2Tbspolive oil', '2mediumshallots, minced(2 shallots yield ~80 g or 1/2 cup)', '6-8medium clovesgarlic, minced(6-8 cloves garlic yield ~1/4 cup or 50 g)', '3/4-1tspred pepper flakes', '5cupscherry tomatoes, left whole', '3/4cupdry white wine(we like a lighter white like Sauvignon Blanc // or sub water)', '3/4-1tspsea salt(plus more to taste)', '1/2cupchopped fresh parsley (or basil)', 'Dairy-free parmesan cheese', 'Red pepper flakes', 'Freshly chopped parsley (or basil)']","['Add cashews to a heatproof bowl and cover with hot water by at least 1-2 inches. Let them soak while you get started on everything else. Soaking makes the cashew cream neutral-flavored and extra creamy, but (in a pinch) you can skip this step if using a powerful blender such as aNutriBulletorVitamix.', 'Bring a large pot of water to a boil. Once boiling, add your pasta and cook according to the package directions.', 'If using frozen shrimp, see notes for defrosting instructions.', 'Meanwhile, heat a large skillet over medium heat. Once hot, add olive oil, shallots, and garlic and cook for 3-4 minutes until softened. Add the red pepper flakes and cook until fragrant (~1 minute). Add the shrimp and cook for 1-3 minutes on each side — until they turn pink and curl up (2 minutes per side is usually perfect!). They will cook quickly and cook time will depend on how hot your pan is. We like to let them curl up completely on the first side, then flip and cook until the underside is pink. To avoid under cooking, you want them to have a vibrant pink color (not translucent) and feel firm when pierced with a fork, but avoid overcooking or they will get rubbery! Remove the shrimp from the pan, place them on a plate, and set aside.', ""Add the cherry tomatoes, white wine, and salt to the same (relatively empty) pan (it's okay if the sautéed shallots and garlic remain). Cover and cook on medium-high heat for 5-10 minutes or until the tomatoes have burst."", 'Meanwhile, make the cashew cream. Drain the cashews and add them to ahigh-speed blenderwith the water. Blend on high until smooth and creamy.', 'Remove the lid from the tomatoes and use the back of your spoon or spatula to further break them down. Turn the heat to medium-low and stir in the cashew cream. Let the sauce cook down for about 2 more minutes. Taste and adjust flavor as needed, adding more salt for overall flavor or red pepper flakes for heat. Add the shrimp back into the mixture and stir to coat. Turn off the heat and stir in the chopped parsley (or basil) and cooked pasta (keep separate if preparing in advance).', 'Serve immediately garnished with dairy-free parmesan cheese, red pepper flakes, or extra parsley and/or basil (all optional). Best served fresh but can be stored in an airtight container in the refrigerator for up to 2-3 days. Not freezer friendly.']"
